CryoSleep,Age,VIP,Transported,Group,PeopleId,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0.0,45.0,0.0,0.0,43.0,1.0,0.0,164.0,45.0,2511.0,855.0,B,3.0,P,0,1,0,0,0,1
1.0,55.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,G,3.0,P,1,0,0,0,0,1
1.0,4.0,0.0,1.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,G,3.0,P,1,0,0,1,0,0
1.0,21.0,0.0,1.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,G,3.0,P,1,0,0,0,1,0
0.0,21.0,0.0,0.0,45.0,1.0,970.0,0.0,180.0,0.0,64.0,F,10.0,P,0,0,1,0,0,1
1.0,19.0,0.0,1.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,F,10.0,P,0,0,1,0,0,1
0.0,35.0,0.0,0.0,50.0,1.0,790.0,0.0,0.0,222.2781057487129,0.0,E,1.0,S,1,0,0,1,0,0
0.0,56.0,0.0,0.0,51.0,1.0,0.0,112.0,0.0,1379.0,127.0,E,2.0,S,1,0,0,0,0,1
0.0,18.0,0.0,0.0,52.0,1.0,4.0,0.0,2.0,4683.0,0.0,G,6.0,S,1,0,0,0,0,1
0.0,25.0,0.0,1.0,53.0,1.0,0.0,0.0,1938.0,0.0,1.0,F,11.0,S,1,0,0,0,0,1
0.0,2.0,0.0,1.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,A,1.0,S,0,1,0,0,0,1
1.0,38.0,0.0,1.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,A,1.0,S,0,1,0,0,0,1
0.0,27.0,0.0,1.0,56.0,3.0,279.0,605.0,3374.0,286.0,3.0,A,1.0,S,0,1,0,0,0,1
1.0,36.0,0.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,G,7.0,S,1,0,0,0,1,0
0.0,22.0,0.0,0.0,61.0,1.0,45.0,1096.0,148.0,1377.0,1.0,F,12.0,S,1,0,0,0,0,1
0.0,62.0,0.0,0.0,62.0,1.0,0.0,592.0,0.0,17.0,25.0,F,13.0,S,1,0,0,0,0,1
1.0,15.0,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,F,14.0,S,0,0,1,0,0,1
1.0,33.0,0.0,1.0,64.0,2.0,0.0,0.0,165.11516985436012,0.0,0.0,E,3.0,S,1,0,0,0,0,1
0.0,62.0,0.0,0.0,66.0,1.0,1.0,153.0,197.0,0.0,460.0,G,6.0,P,1,0,0,0,0,1
1.0,0.0,0.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,G,10.0,S,1,0,0,0,1,0
0.0,18.0,0.0,1.0,67.0,2.0,1.0,258.0,446.0,0.0,0.0,G,10.0,S,1,0,0,0,0,1
0.0,21.0,0.0,0.0,67.0,3.0,1946.0,37.0,0.0,0.0,24.0,F,15.0,S,1,0,0,1,0,0
0.0,18.0,0.0,0.0,68.0,1.0,793.0,0.0,2.0,253.0,0.0,E,4.0,S,0,0,1,0,0,1
0.0,42.0,0.0,1.0,69.0,1.0,887.0,0.0,9.0,6.0,0.0,F,16.0,S,1,0,0,0,0,1
0.0,19.0,0.0,0.0,70.0,1.0,190.0,0.0,5.0,1.0,726.0,F,13.0,P,1,0,0,0,0,1
0.0,17.0,0.0,0.0,71.0,1.0,16.0,2165.0,0.0,0.0,52.0,F,14.0,P,1,0,0,0,0,1
0.0,14.0,0.0,0.0,72.0,1.0,0.0,1.0,0.0,0.0,1063.0,F,17.0,S,1,0,0,0,0,1
0.0,37.0,0.0,0.0,73.0,1.0,46.0,83.0,738.0,0.0,12.0,D,3.0,P,0,0,1,0,1,0
0.0,42.0,0.0,1.0,74.0,1.0,1.0,8397.0,0.0,0.0,506.0,C,3.0,S,0,1,0,0,0,1
0.0,27.0,0.0,1.0,76.0,1.0,147.0,0.0,1018.0,0.0,0.0,F,18.0,S,0,0,1,0,0,1
0.0,28.0,0.0,1.0,77.0,1.0,14.0,0.0,1295.0,0.0,0.0,F,15.0,P,0,0,1,0,0,1
0.0,38.0,0.0,0.0,78.0,1.0,0.0,5840.0,0.0,321.0,9654.0,C,4.0,S,0,1,0,0,0,1
1.0,13.0,0.0,0.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,G,13.0,S,1,0,0,0,0,1
0.0,42.0,0.0,0.0,82.0,1.0,7406.0,0.0,0.0,0.0,0.0,F,16.0,P,0,0,1,0,0,1
1.0,2.0,0.0,1.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,F,16.0,P,0,0,1,0,0,1
0.0,8.0,0.0,1.0,82.0,3.0,0.0,0.0,0.0,0.0,0.0,F,16.0,P,0,0,1,0,0,1
0.0,24.0,0.0,1.0,84.0,1.0,688.0,0.0,0.0,0.0,17.0,G,14.0,S,1,0,0,0,0,1
1.0,40.0,0.0,1.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,C,5.0,S,0,1,0,0,0,1
0.0,43.0,0.0,0.0,86.0,1.0,211.0,0.0,0.0,638.0,513.0,F,17.0,P,1,0,0,0,0,1
1.0,45.0,0.0,1.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,E,5.0,S,0,0,1,0,1,0
1.0,35.0,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,G,15.0,S,1,0,0,0,0,1
1.0,26.0,0.0,1.0,91.0,1.0,219.05307504996182,0.0,0.0,0.0,0.0,G,16.0,S,1,0,0,0,0,1
0.0,27.0,0.0,0.0,91.0,2.0,1.0,697.0,31.0,188.0,0.0,F,20.0,S,1,0,0,0,0,1
0.0,19.0,0.0,0.0,92.0,1.0,0.0,0.0,670.0,1.0,34.0,G,9.0,P,1,0,0,0,0,1
1.0,0.0,0.0,1.0,92.0,2.0,0.0,0.0,165.11516985436012,0.0,0.0,G,9.0,P,1,0,0,0,0,1
1.0,3.0,0.0,1.0,92.0,3.0,0.0,0.0,0.0,0.0,0.0,G,9.0,P,1,0,0,0,0,1
0.0,54.0,0.0,0.0,97.0,1.0,0.0,1208.0,0.0,3.0,637.0,A,2.0,S,0,1,0,0,0,1
0.0,26.0,0.0,0.0,98.0,1.0,0.0,856.0,5.0,32.0,0.0,G,11.0,P,1,0,0,0,0,1
0.0,26.0,0.0,1.0,98.0,2.0,0.0,2811.0,957.0,0.0,87.0,G,11.0,P,1,0,0,0,0,1
0.0,23.0,0.0,0.0,99.0,1.0,311.0,427.0,526.0,37.0,0.0,F,19.0,P,1,0,0,0,1,0
0.0,2.0,0.0,1.0,99.0,2.0,0.0,0.0,0.0,0.0,0.0,G,12.0,P,1,0,0,0,0,1
0.0,18.0,0.0,0.0,102.0,1.0,0.0,0.0,0.0,830.0,91.0,F,23.0,S,1,0,0,0,0,1
0.0,24.0,0.0,1.0,103.0,1.0,0.0,307.01293773301404,0.0,0.0,17.0,F,24.0,S,1,0,0,0,0,1
1.0,9.0,0.0,1.0,103.0,2.0,0.0,0.0,0.0,0.0,0.0,G,18.0,S,1,0,0,1,0,0
1.0,6.0,0.0,0.0,103.0,3.0,0.0,0.0,0.0,0.0,0.0,G,18.0,S,1,0,0,0,0,1
0.0,27.0,0.0,0.0,105.0,1.0,0.0,0.0,570.0,2.0,131.0,F,21.0,P,1,0,0,0,0,1
0.0,21.0,0.0,0.0,107.0,1.0,1743.0,5.0,17.0,0.0,0.0,D,2.0,S,0,0,1,0,0,1
1.0,23.0,0.0,0.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,G,19.0,S,1,0,0,0,0,1
0.0,31.0,0.0,0.0,108.0,2.0,562.0,0.0,326.0,0.0,0.0,G,19.0,S,1,0,0,0,0,1
0.0,0.0,0.0,1.0,108.0,3.0,0.0,0.0,0.0,0.0,0.0,G,19.0,S,1,0,0,0,0,1
0.0,40.0,0.0,0.0,110.0,2.0,0.0,331.0,0.0,0.0,1687.0,B,5.0,P,0,1,0,0,0,1
0.0,42.0,0.0,1.0,110.0,3.0,2209.0,11418.0,0.0,1868.0,445.0,B,5.0,P,0,1,0,0,0,1
1.0,28.0,0.0,1.0,110.0,4.0,0.0,0.0,0.0,0.0,0.0,B,5.0,P,0,1,0,0,0,1
1.0,29.0,0.0,1.0,111.0,1.0,0.0,0.0,0.0,0.0,0.0,E,6.0,S,0,1,0,0,0,1
0.0,48.0,1.0,1.0,112.0,1.0,0.0,2537.0,87.0,17.0,13.0,B,1.0,S,0,1,0,1,0,0
0.0,64.0,0.0,1.0,113.0,1.0,0.0,0.0,804.0,0.0,0.0,F,23.0,P,1,0,0,0,0,1
0.0,27.0,0.0,0.0,114.0,1.0,82.0,157.0,429.0,238.0,1.0,G,20.0,S,1,0,0,0,0,1
0.0,26.0,0.0,1.0,115.0,1.0,0.0,0.0,0.0,0.0,211.23112485005856,F,24.0,P,0,0,1,0,0,1
0.0,33.0,0.0,1.0,116.0,1.0,1.0,2223.0,0.0,12.0,404.0,D,4.0,P,0,1,0,0,0,1
0.0,39.0,0.0,0.0,119.0,1.0,0.0,2344.0,0.0,65.0,6898.0,A,0.0,P,1,0,0,0,0,1
1.0,13.0,0.0,1.0,119.0,2.0,0.0,0.0,0.0,0.0,0.0,A,0.0,P,0,1,0,0,0,1
1.0,24.0,0.0,1.0,120.0,1.0,0.0,0.0,0.0,0.0,211.23112485005856,F,25.0,P,0,0,1,0,0,1
0.0,29.0,0.0,0.0,122.0,1.0,0.0,0.0,0.0,699.0,74.0,G,21.0,S,1,0,0,0,0,1
0.0,18.0,0.0,0.0,123.0,1.0,55.0,597.0,49.0,0.0,1.0,F,27.0,P,1,0,0,0,0,1
1.0,67.0,0.0,1.0,126.0,1.0,0.0,0.0,0.0,0.0,0.0,F,27.0,S,0,0,1,0,0,1
0.0,35.0,0.0,0.0,127.0,1.0,701.0,0.0,296.0,0.0,25.0,E,7.0,S,0,0,1,0,0,1
0.0,61.0,1.0,0.0,128.0,1.0,2353.0,334.0,9.0,316.0,2.0,D,3.0,S,0,0,1,0,0,1
0.0,45.0,0.0,0.0,128.0,2.0,2103.0,6.0,0.0,0.0,0.0,E,8.0,S,0,0,1,0,0,1
1.0,22.0,0.0,1.0,129.0,1.0,0.0,0.0,165.11516985436012,0.0,0.0,G,22.0,S,1,0,0,0,1,0
1.0,19.0,0.0,1.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,F,29.0,S,0,0,1,0,0,1
0.0,36.0,0.0,0.0,133.0,2.0,2738.0,0.0,0.0,0.0,0.0,D,5.0,S,0,0,1,0,0,1
0.0,19.0,0.0,1.0,134.0,1.0,0.0,14.0,730.0,0.0,0.0,G,17.0,P,1,0,0,0,0,1
0.0,47.0,0.0,0.0,136.0,1.0,97.0,418.0,126.0,25.0,55.0,G,23.0,S,1,0,0,0,1,0
1.0,13.0,0.0,1.0,138.0,1.0,0.0,0.0,0.0,0.0,0.0,G,18.0,P,1,0,0,0,0,1
0.0,34.0,0.0,0.0,138.0,2.0,0.0,22.0,0.0,564.0,207.0,E,5.0,P,1,0,0,0,0,1
1.0,35.0,0.0,1.0,139.0,1.0,0.0,0.0,0.0,0.0,0.0,C,6.0,S,0,1,0,1,0,0
1.0,24.0,0.0,1.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,G,19.0,P,1,0,0,0,0,1
0.0,26.0,0.0,0.0,140.0,2.0,440.0,0.0,0.0,0.0,462.0,F,29.0,P,1,0,0,0,0,1
0.0,31.0,0.0,0.0,141.0,1.0,224.02622714332728,0.0,97.0,0.0,0.0,F,30.0,P,0,0,1,0,0,1
0.0,20.0,0.0,1.0,144.0,1.0,0.0,420.0,210.0,0.0,0.0,F,31.0,S,1,0,0,0,0,1
0.0,56.0,0.0,0.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,G,25.0,S,1,0,0,0,0,1
1.0,50.0,0.0,1.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,G,26.0,S,1,0,0,0,0,1
0.0,42.0,0.0,0.0,148.0,1.0,1072.0,0.0,10.0,0.0,76.0,F,31.0,P,0,0,1,0,0,1
1.0,18.0,0.0,1.0,149.0,1.0,0.0,0.0,0.0,0.0,0.0,G,27.0,S,1,0,0,1,0,0
1.0,38.0,0.0,0.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,G,20.0,P,1,0,0,1,0,0
0.0,41.0,0.0,0.0,152.0,1.0,0.0,0.0,0.0,0.0,607.0,F,32.0,P,1,0,0,0,0,1
0.0,22.0,0.0,0.0,160.0,1.0,4119.0,0.0,0.0,0.0,61.0,G,22.0,P,1,0,0,0,0,1
1.0,26.0,0.0,1.0,163.0,1.0,0.0,0.0,0.0,0.0,0.0,B,8.0,P,0,1,0,0,0,1
1.0,17.0,0.0,1.0,163.0,2.0,0.0,0.0,0.0,0.0,0.0,B,8.0,P,0,1,0,0,0,1
0.0,57.0,0.0,1.0,164.0,1.0,50.0,1688.0,0.0,453.4294559510708,135.0,G,28.0,S,1,0,0,0,0,1
1.0,17.0,0.0,0.0,164.0,2.0,0.0,0.0,0.0,0.0,0.0,G,28.0,S,1,0,0,0,1,0
1.0,35.0,0.0,1.0,165.0,1.0,0.0,0.0,0.0,0.0,0.0,F,37.0,P,0,0,1,0,0,1
1.0,13.0,0.0,1.0,167.0,1.0,0.0,0.0,0.0,0.0,0.0,F,35.0,S,0,0,1,0,0,1
0.0,27.0,0.0,0.0,167.0,2.0,1365.0,0.0,48.0,22.0,137.0,F,35.0,S,0,0,1,0,0,1
1.0,31.0,0.0,0.0,169.0,1.0,0.0,0.0,0.0,0.0,0.0,G,23.0,P,1,0,0,0,0,1
0.0,24.0,0.0,0.0,170.0,1.0,0.0,0.0,0.0,221.0,567.0,E,10.0,S,1,0,0,0,0,1
1.0,19.0,0.0,1.0,171.0,1.0,0.0,0.0,0.0,0.0,0.0,G,30.0,S,1,0,0,0,1,0
1.0,32.0,0.0,1.0,172.0,1.0,0.0,0.0,0.0,0.0,0.0,G,24.0,P,1,0,0,0,0,1
0.0,58.0,0.0,1.0,173.0,1.0,0.0,985.0,0.0,5.0,0.0,E,11.0,S,1,0,0,0,0,1
0.0,21.0,0.0,0.0,174.0,1.0,287.0,0.0,16.0,115.0,175.0,F,38.0,P,1,0,0,1,0,0
0.0,38.0,0.0,0.0,177.0,1.0,0.0,10346.0,1.0,14970.0,2111.0,B,2.0,S,0,1,0,0,0,1
0.0,38.0,0.0,0.0,178.0,1.0,3414.0,0.0,161.0,28.0,119.0,D,6.0,S,0,0,1,0,0,1
0.0,19.0,0.0,1.0,179.0,1.0,1.0,219.0,673.0,2.0,11.0,G,26.0,P,1,0,0,0,0,1
0.0,0.0,0.0,0.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,G,26.0,P,1,0,0,0,0,1
0.0,3.0,0.0,1.0,179.0,3.0,0.0,0.0,0.0,0.0,0.0,G,26.0,P,1,0,0,0,0,1
0.0,20.0,0.0,0.0,181.0,1.0,0.0,0.0,3.0,299.0,92.0,G,27.0,P,1,0,0,0,0,1
1.0,24.0,0.0,1.0,182.0,1.0,0.0,0.0,0.0,0.0,0.0,C,3.0,P,0,1,0,0,0,1
0.0,37.0,0.0,1.0,183.0,1.0,17.0,146.0,426.0,0.0,232.0,F,36.0,S,1,0,0,0,0,1
0.0,25.0,0.0,0.0,186.0,1.0,62.0,0.0,0.0,0.0,956.0,G,28.0,P,1,0,0,0,0,1
1.0,56.0,0.0,1.0,188.0,1.0,0.0,0.0,0.0,0.0,0.0,G,31.0,S,1,0,0,0,0,1
0.0,49.0,0.0,0.0,189.0,1.0,84.0,3.0,401.0,202.0,98.0,E,8.0,P,1,0,0,1,0,0
1.0,11.0,0.0,0.0,190.0,1.0,0.0,0.0,0.0,0.0,0.0,G,32.0,S,1,0,0,1,0,0
1.0,1.0,0.0,1.0,192.0,1.0,0.0,0.0,0.0,0.0,0.0,G,29.0,P,1,0,0,0,0,1
0.0,8.0,0.0,0.0,192.0,2.0,0.0,0.0,0.0,0.0,0.0,G,29.0,P,1,0,0,0,0,1
0.0,39.0,0.0,0.0,192.0,3.0,0.0,0.0,10.0,898.0,0.0,G,29.0,P,1,0,0,0,0,1
1.0,2.0,0.0,1.0,193.0,1.0,0.0,0.0,0.0,0.0,0.0,F,41.0,P,0,0,1,0,0,1
0.0,23.0,0.0,0.0,193.0,2.0,228.52678688036622,0.0,8.0,1072.0,0.0,F,41.0,P,0,0,1,0,0,1
0.0,0.0,0.0,1.0,193.0,3.0,0.0,0.0,0.0,0.0,0.0,F,41.0,P,0,0,1,0,0,1
0.0,39.0,0.0,1.0,195.0,1.0,406.0,0.0,867.0,0.0,0.0,F,42.0,P,0,0,1,0,0,1
0.0,25.0,0.0,0.0,196.0,1.0,1052.0,0.0,719.0,0.0,7.0,D,5.0,P,0,0,1,0,1,0
0.0,36.0,0.0,0.0,197.0,1.0,0.0,972.0,0.0,795.0,575.0,C,5.0,P,0,1,0,0,0,1
0.0,52.0,0.0,1.0,198.0,1.0,0.0,0.0,0.0,0.0,0.0,G,30.0,P,1,0,0,0,1,0
1.0,18.0,0.0,0.0,199.0,1.0,0.0,0.0,0.0,0.0,0.0,G,33.0,S,1,0,0,0,0,1
1.0,15.0,0.0,1.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,G,31.0,P,1,0,0,0,0,1
1.0,35.0,0.0,1.0,201.0,1.0,0.0,0.0,0.0,0.0,0.0,B,3.0,S,0,1,0,0,0,1
1.0,47.0,0.0,1.0,201.0,2.0,0.0,0.0,0.0,0.0,0.0,B,3.0,S,0,1,0,0,0,1
1.0,45.0,0.0,1.0,202.0,1.0,0.0,0.0,0.0,0.0,0.0,B,9.0,P,0,1,0,1,0,0
0.0,18.0,0.0,1.0,202.0,2.0,0.0,2433.0,157.23165265740704,878.0,443.0,A,2.0,P,0,1,0,1,0,0
1.0,51.0,0.0,1.0,203.0,1.0,0.0,0.0,0.0,0.0,0.0,C,8.0,S,0,1,0,0,0,1
0.0,29.0,0.0,0.0,205.0,1.0,0.0,2.0,66.0,0.0,705.0,G,34.0,S,1,0,0,0,0,1
0.0,18.0,0.0,1.0,206.0,1.0,2.0,1720.0,12.0,1125.0,122.0,C,9.0,S,0,1,0,1,0,0
1.0,19.0,0.0,0.0,207.0,1.0,0.0,0.0,0.0,0.0,0.0,G,32.0,P,1,0,0,0,1,0
1.0,24.0,0.0,1.0,210.0,1.0,0.0,0.0,165.11516985436012,0.0,0.0,D,6.0,P,1,0,0,1,0,0
0.0,29.0,0.0,1.0,211.0,1.0,902.0,1.0,137.0,0.0,0.0,F,44.0,P,0,0,1,0,0,1
1.0,11.0,0.0,1.0,211.0,2.0,0.0,0.0,0.0,0.0,0.0,F,44.0,P,0,0,1,0,0,1
0.0,17.0,0.0,0.0,211.0,3.0,848.0,0.0,307.0,182.0,0.0,F,44.0,P,0,0,1,0,0,1
0.0,13.0,0.0,0.0,212.0,1.0,192.0,0.0,0.0,51.0,739.0,E,9.0,P,1,0,0,0,0,1
0.0,35.0,0.0,0.0,212.0,2.0,147.0,188.0,0.0,10.0,387.0,F,45.0,P,1,0,0,0,0,1
0.0,21.0,0.0,0.0,213.0,1.0,367.0,281.0,0.0,0.0,146.0,F,46.0,P,1,0,0,0,0,1
0.0,21.0,0.0,0.0,216.0,1.0,0.0,56.0,0.0,0.0,1918.0,F,40.0,S,1,0,0,1,0,0
0.0,38.0,0.0,0.0,217.0,1.0,1517.0,0.0,0.0,27.0,0.0,F,47.0,P,1,0,0,0,0,1
1.0,19.0,0.0,1.0,219.0,1.0,0.0,0.0,0.0,0.0,0.0,G,36.0,P,1,0,0,0,0,1
1.0,2.0,0.0,1.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,G,37.0,P,1,0,0,0,0,1
0.0,0.0,0.0,1.0,220.0,2.0,0.0,0.0,0.0,0.0,0.0,G,37.0,P,1,0,0,0,0,1
1.0,13.0,0.0,0.0,220.0,3.0,0.0,0.0,0.0,0.0,0.0,G,37.0,P,1,0,0,0,0,1
0.0,25.0,0.0,0.0,220.0,4.0,122.0,84.0,169.74016601901724,0.0,0.0,E,10.0,P,1,0,0,0,0,1
0.0,16.0,0.0,0.0,220.0,5.0,0.0,3.0,0.0,0.0,1099.0,F,48.0,P,1,0,0,0,0,1
0.0,1.0,0.0,0.0,220.0,6.0,0.0,0.0,0.0,0.0,0.0,G,37.0,P,1,0,0,1,0,0
1.0,15.0,0.0,1.0,220.0,7.0,0.0,0.0,0.0,0.0,0.0,G,37.0,P,1,0,0,0,0,1
0.0,21.0,0.0,0.0,221.0,1.0,2237.0,0.0,119.0,0.0,0.0,E,13.0,S,0,0,1,1,0,0
0.0,23.0,0.0,0.0,221.0,2.0,1215.0,80.0,1.0,2.0,0.0,E,13.0,S,0,0,1,0,0,1
0.0,33.0,0.0,0.0,221.0,3.0,1933.0,12.0,188.0,1.0,0.0,E,13.0,S,0,0,1,0,0,1
1.0,21.0,0.0,1.0,221.0,4.0,0.0,0.0,0.0,0.0,0.0,E,13.0,S,0,0,1,0,0,1
0.0,41.0,0.0,0.0,221.0,5.0,1230.0,0.0,301.0,43.0,1023.0,E,13.0,S,0,0,1,0,0,1
0.0,16.0,0.0,0.0,221.0,6.0,915.0,0.0,221.0,234.0,0.0,E,13.0,S,0,0,1,0,0,1
1.0,42.0,0.0,0.0,221.0,7.0,0.0,0.0,0.0,0.0,0.0,E,13.0,S,0,0,1,0,0,1
0.0,20.0,0.0,0.0,222.0,1.0,1406.0,0.0,0.0,11.0,0.0,F,41.0,S,0,0,1,0,0,1
1.0,24.0,0.0,1.0,222.0,2.0,0.0,0.0,0.0,0.0,0.0,F,41.0,S,0,0,1,0,0,1
1.0,16.0,0.0,1.0,222.0,3.0,0.0,0.0,0.0,0.0,0.0,E,14.0,S,0,0,1,0,0,1
0.0,21.0,0.0,0.0,223.0,1.0,0.0,2.0,665.0,0.0,9.0,G,35.0,S,1,0,0,0,0,1
